MOF,DFT,ML
CEKSEQ02_FSR,0.4994520000000002,1.002131736121953
SOMMOY_FSR,1.632266,2.4176401218971364
FONQOP01_FSR,3.213095,3.0007056888196075
OGUVES_FSR,0.3890880000000001,1.0930838715037794
QULTUO_FSR,1.9336080000000002,2.2259170495862293
ROPWEA_FSR,0.949652,1.7431276362826225
FAPZUU_FSR,3.341629,3.4872055396214137
MENTOR_FSR,3.5694589999999997,3.339299555625658
DUWKAJ_FSR,3.169249,2.809335319403175
PIGXIN_FSR,3.8005089999999995,3.615250849608941
WAMZIV_FSR,2.062433,2.390352824971984
AZEBAK01_FSR,1.7478209999999998,1.5694321145614083
FIMKEU_FSR,1.222751,2.4038184892693835
KAQYIL_FSR,1.513072,1.0241401560445809
DEPVUQ_FSR,1.9759070000000003,1.671234175060306
RUCRUE_FSR,3.484628,3.125164389695584
QUCFEA_FSR,2.074769,2.5343142217300567
AFEGAV_FSR,3.2572590000000003,2.522516474323595
FELYEB_FSR,2.567014,3.095968901194084
FIQPAZ_FSR,2.63669,2.8532054394771933
NIFXEI_FSR,2.516786,2.0532852331354547
TIYXIL01_FSR,1.2803099999999998,1.5594409186523137
BEGHAZ_FSR,2.887984,2.7069864923976468
TAPHOH_FSR,1.012161,1.1186521687526465
VUNMOI_FSR,0.226469,1.1605823782513767
CIVWAG_FSR,0.25905300000000003,0.205552319823596
DIYYIW_FSR,3.513457,3.2990517994597326
HAVYAG_FSR,1.450842,1.8954967705082453
DURGAY_FSR,4.773436,3.468097919090752
ASEWUQ_FSR,0.9347120000000001,0.5543820996692261
REKPIJ_FSR,0.712083,1.0801932275361494
OFANAM_FSR,0.662147,0.6970791600545283
VOGTER_FSR,2.0091799999999997,3.377982519158877
PIZGAJ_FSR,1.4563670000000002,1.6299243950772961
FODGUB02_FSR,2.7679780000000003,2.761223145979997
FORWUF01_FSR,0.032480000000000064,0.7162156512959825
IJUYIV_FSR,2.282412,2.495080727613214
NETGEZ_FSR,2.055469,2.2585795014163494
YOTQUV_FSR,2.715554,2.81674094854759
AWOLUU_FSR,3.230167,3.1847838327732063
CUYDEG_FSR,0.86659,0.8409044700609059
MOCHES_FSR,3.447431,3.6254072445228473
GIMKUJ_FSR,2.761485,2.7561156902780084
POCTAD_FSR,1.713882,2.26622624187263
CIMRUN_FSR,2.2017599999999997,2.136910997630281
ELAFUT_FSR,2.5256540000000003,2.5082336160459846
KICCAD_FSR,0.8711730000000001,0.8283746041518469
PIJGAR_FSR,1.8264200000000002,2.7120881954040215
HIPMIE_FSR,2.177555,2.5263209067310584
PAMGER_FSR,0.4704000000000002,1.309339429016262
NUZZEN_FSR,0.8880379999999999,1.323309147982286
ADABEO_FSR,0.7275720000000001,0.6729828620328817
MUQBEG_FSR,3.341443,2.886537568266249
SETCUQ_FSR,3.260545,2.472894711243555
DOHFOW_FSR,3.576257,3.066212285563978
NUWVUX_FSR,2.915627,2.390270015811666
GIWYET_FSR,2.952515,2.8232527618393135
ODITUR_FSR,2.8079419999999997,2.399356738491292
UXOLAW_FSR,3.514914,2.281396123879972
GIZKEG_FSR,2.5879060000000003,2.839830851999409
EPUMEJ_FSR,0.13573600000000008,0.6869967665596164
FOWGII_FSR,2.888177,2.919675751067757
QEZNIU_FSR,2.342084,2.510184533551822
NIVXAU_FSR,0.3430660000000001,0.6904357326661739
CUYDAC_FSR,0.908876,0.8734094455348327
PETXUI_FSR,2.6343050000000003,2.9159264164334786
HORWAM_FSR,0.7218,0.8201685486333901
DUKROR_FSR,0.765755,1.76226562592052
CUPYZP02_FSR,0.8577970000000001,0.7443365489955625
HUPZID_FSR,3.192268,2.5968357768011003
XUKYUY_FSR,0.866174,0.5535127145837464
DUZJAK01_FSR,2.195424,2.1646669328757184
OFABIG_FSR,2.748797,2.6613040518435156
GERCAK_FSR,0.6857890000000002,0.7602145230811459
QACSAQ_FSR,3.1363,2.766714816254222
BURBAS_FSR,2.404103,2.323253355546825
WUYRIS_FSR,2.597429,2.1420442486379727
LELCOV_FSR,0.798605,0.9915769871749092
ESATIC_FSR,2.232673,2.2918238246312512
RAMSUT01_FSR,3.0810400000000002,3.2025103706436084
PAZXOD_FSR,0.234922,0.2024157792092467
BESFUD_FSR,0.970892,1.0066391900593032
CIBQUA_FSR,2.8406510000000003,2.7110951611953453
ODOJAT_FSR,4.806987,4.165661603609166
GINJAR_FSR,2.773929,2.4877597057457876
DOZQUF_FSR,1.031987,1.455856750508957
MONPIQ_FSR,3.303612,3.12273989350399
HOKYOX_FSR,1.369826,1.3285193075028303
CUGREC_FSR,4.4096720000000005,3.1992605821337463
DIPQIE_FSR,2.98936,3.0330803198464764
NARLEZ_FSR,2.383767,2.649366470625665
ROMTET_FSR,3.086243,3.3575566449298435
PUFYOG_FSR,2.977698,2.8734385896586048
AHAHIB_FSR,3.177025,2.9809678249720335
BUKFAQ_FSR,1.442036,0.5508706565060209
KIVGEC_FSR,0.480496,0.9248247929423883
OHETOL_FSR,2.320416,2.6898885247450437
UZAVOH_FSR,0.525447,1.0282271838684949
IBEWAN_FSR,2.316331,2.128338258305405
LAWQAD_FSR,2.596071,2.5339875712805515
RAWPOV_FSR,1.9630150000000002,2.5286348095263804
CIQQOK_FSR,3.018711,3.1281431048809054
LOFJOG_FSR,3.223722,2.8808374572203803
KIBRET_FSR,1.6588060000000002,2.3168149612679656
ATOMIF_FSR,0.6932680000000002,0.8335537758993752
UNINEL_FSR,2.535918,2.3237026138987744
FIHWOK_FSR,1.2296479999999999,0.6575207947607566
NAGZIH_FSR,0.8578530000000001,1.2467098409292419
ERUCOL_FSR,0.11677699999999992,1.0905703339721242
DIFSER_FSR,1.5359509999999998,1.618535852406005
LOJLAZ_FSR,0.17973399999999995,1.0654820674400014
EBODEF_FSR,1.990789,1.9884735098750355
GIQRAC_FSR,1.290748,1.1701061285950232
UFOGAZ_FSR,4.03246,3.6182608656579305
AXUFAB_FSR,3.349189,2.923197339356051
NAQFER_FSR,0.8087360000000001,1.0807969959614923
KIGFAH_FSR,2.875328,2.79320323798639
RUVYOX_FSR,2.210711,2.2891590793846603
EHESUH_FSR,2.6618320000000004,2.570935085480926
DECBAQ_FSR,0.12912400000000002,0.8129965529424794
KOLKOL01_FSR,0.897124,1.1810472325574324
LEZPAJ_FSR,2.4805,2.759753419523662
OKUVEW_FSR,2.059941,2.299729505565523
TATRAI_FSR,2.637244,2.60617946205943
BEHBIZ_FSR,0.807238,0.6092152003469096
QETTER_FSR,0.825559,0.8299680498440978
DOCHIN_FSR,2.085691,2.312426190753598
TIQZUP01_FSR,1.4871139999999998,1.2305434477277686
BUYCII_FSR,0.8745360000000001,0.9725055558218969
OYIXUR_FSR,1.41751,1.2387270161726036
LARLEX_FSR,3.12526,3.0385750580565016
QAFJAL_FSR,3.1882650000000003,2.7523182901952907
YIXKEV_FSR,0.753703,1.3014495858593307
DITJEX_FSR,2.6254120000000003,2.695843561562029
KEGVEA_FSR,1.14222,1.2774338478577079
YIWCEO_FSR,2.7223759999999997,2.7062423143747196
NUGJIJ_FSR,3.515933,3.064271022106226
BUDGEN_FSR,2.803675,2.6357238505075884
YAPKOQ_FSR,2.933042,2.4365525884408896
GIHHEN_FSR,2.2773849999999998,2.287801441192215
IMEXEF_FSR,2.84372,2.5837311167304904
OQOMAK_FSR,3.5668089999999997,3.8790013608756624
OREMOO_FSR,1.906402,1.6135172616981066
YIQSOG_FSR,0.8037799999999999,0.9248762701850239
QITRET_FSR,2.755287,2.5241060344457793
JOFLEX_FSR,4.4544440000000005,3.1724341891574284
HUZRIE_FSR,1.2728780000000002,2.303880368548107
AWONIK_FSR,3.6337300000000003,3.31015338127267
GIGBIJ_FSR,2.64617,2.3526428329774944
CUGLTM01_FSR,0.8542430000000001,1.4238542943282937
ODAVIA_FSR,2.7564300000000004,2.8604720403722297
LOXZEF_FSR,2.5809100000000003,2.5271806019170526
PASQUX_FSR,0.5756720000000001,0.9095787875415056
CIXRUX_FSR,3.436989,3.1158555795338287
LIFBIO_FSR,1.7821759999999998,1.9562153911484756
HOTDEZ_FSR,0.666456,0.835174155814201
KOBBOS_FSR,3.88475,3.4527652446660824
FIYJOP_FSR,4.559576,4.274913904541933
ECIWAO_FSR,2.205316,2.5807073793498034
MOGTUZ_FSR,3.4835559999999997,2.8481591575256573
ACIGEB_FSR,2.4566169999999996,2.1850110575594783
BUSBAT_FSR,0.848037,1.1864023672348267
IYEXEP_FSR,2.5201919999999998,3.0133542609088977
UFAVED_FSR,0.8905590000000001,1.1852948342840932
POCWAH_FSR,2.0481689999999997,2.6787747778558355
BEDWEN_FSR,3.6987309999999995,3.3663907348067994
SITPER_FSR,0.7288940000000002,0.8236858419051316
HAXSUW_FSR,0.724865,1.016147930974526
CILDAD_FSR,1.424925,1.6051264213237744
GONTEK_FSR,3.39985,3.429616948447716
PEVLEJ_FSR,2.917954,3.1351983876255645
YEMWAR_FSR,0.899911,1.0879802085438257
EBIQIR_FSR,3.419507,3.0988755331818822
LUYKEX_FSR,1.811596,0.7635957422102706
POPICR01_FSR,1.869994,1.9849168770824122
EBIBAU_FSR,2.9195070000000003,2.5316335620614154
WIRGOW_FSR,0.6689189999999999,1.0543737256084569
EXONIP_FSR,2.964715,2.4229723902441407
QIJYEP_FSR,3.294957,3.4998308330176258
IBIMEM_FSR,3.243743,2.79953388954128
FAVGUH_FSR,2.9154709999999997,2.879157352914497
BOJLIW_FSR,0.5955080000000001,0.6872426456908158
SAJSAY_FSR,2.5559380000000003,1.7818632100647278
ODOCER_FSR,2.45824,1.5847542976248405
IBIVOF_FSR,1.067401,2.3099420092255656
XORKAR_FSR,2.264481,2.249724402951216
LOQNUC_FSR,4.194632,3.302295758540879
EDABAO_FSR,2.738672,2.2246025607076945
MAPLOG_FSR,0.8795109999999997,0.8938928367183792
GAXHIY_FSR,2.3411020000000002,1.8901592492625525
HUZPUO_FSR,0.806719,0.8808742534592682
PIJYAL_FSR,3.036349,3.154640353722357
LEZTIW_FSR,2.818273,3.1644565659395596
MUFHAX_FSR,2.478042,2.5016783423160263
XACTUR_FSR,0.985727,1.2256344904592424
UFIJOK_FSR,2.277029,3.108461866314741
TARSOW_FSR,3.025129,3.2661780251984
ROFNAE_FSR,3.351203,3.1062526523364795
HIHNET_FSR,0.4241270000000004,0.8163255452032558
TIHPEI_FSR,0.912905,0.9563979168844412
IHIYIH_FSR,1.7666319999999998,1.8818001115760978
LATYEM_FSR,3.6659300000000004,3.8425931060287724
MEHTAX_FSR,2.917005,2.8403875383122994
CECMEF_FSR,2.5093810000000003,1.9796527783910562
CESYEF01_FSR,1.488705,2.1809336974604037
RUXXAJ_FSR,2.607111,2.6300214921740377
PIHSAB_FSR,4.3299449999999995,3.6593080354846563
XAMCUK_FSR,0.879906,1.4221414350787143
LIKBOX_FSR,3.203433,2.672977653743672
DOQROQ_FSR,0.786092,0.71782102358668
FETMOH_FSR,3.5128699999999995,3.295571403686992
EFULUN01_FSR,0.849649,1.0435842278053968
ADABIS_FSR,0.820787,0.89606980521026
LALHEN_FSR,2.1516439999999997,2.3541786216989777
RIRCON_FSR,2.7636830000000003,2.896997105364278
AMOZOS_FSR,2.955122,2.8821265516024823
XUPBOA_FSR,2.699238,2.8888557835624056
MIHHOB_FSR,3.625117,3.0599078700765148
EQUWIW_FSR,3.675646,3.630345490988333
CILQET_FSR,0.405016,1.0232229328543667
PADROD01_FSR,2.933271,2.4925903964368388
TUFJUA_FSR,2.125712,2.702329074881959
BEZTUX_FSR,1.5362210000000005,1.4620355682232002
MAJKEO_FSR,2.485247,2.2572480537625665
TEQPOV_FSR,1.40121,1.2077519972771142
CIDGOO_FSR,0.9661420000000001,0.9674231745659085
CUXPAN_FSR,2.128857,2.1868988313890867
ROJBID_FSR,4.641897,3.2005203133806504
YEMNUA_FSR,3.341827,2.876378719864533
EMIZAC_FSR,3.2914839999999996,3.239505200895593
MEDKAJ_FSR,2.644775,2.646985229407562
CUPHOM_FSR,4.474696,4.337849250259097
ADOKAG_FSR,2.8203080000000003,2.247799674677907
ASOWOU_FSR,1.5951950000000001,2.0335479683100743
RIVBOO_FSR,2.487255,2.540860860806319
KIXSAN_FSR,4.577269,4.4107879469050175
NIGPOL01_FSR,1.722834,1.7810579557496657
KESHOI_FSR,2.1582830000000004,2.347924666598857
YAMQUZ_FSR,3.25116,3.26420645434996
HIGMIU_FSR,2.4810790000000003,2.1833342010353363
SIXZIJ_FSR,3.932628,2.444643182923784
BUXBUR_FSR,4.434206,4.077665261816833
XEMHIJ_FSR,1.611193,0.698724751246516
GIMGIT_FSR,3.2025550000000003,2.7255230853182013
KEHLIV_FSR,2.263555,2.6496074703541126
WUBZOI_FSR,1.4181340000000002,1.1783607864713872
DEGJAC_FSR,0.773644,0.643207783478573
NUHDUQ01_FSR,3.718638,2.9977676098798725
NOHGEX_FSR,3.265352,2.7894918434574834
ETEKAQ_FSR,2.022516,2.6207802384948025
MOGVIO_FSR,3.1424670000000003,3.5777411535024157
HUJHUP01_FSR,0.9873649999999999,1.6054363433798642
FEYSIM_FSR,0.919775,0.7848483343747148
HIZKEI_FSR,2.301581,2.227565464085245
QATWAL_FSR,1.007937,1.121807277633053
QAHBAE_FSR,1.766908,2.634797433362536
MOXGAH_FSR,2.91644,2.8489204616131474
NAMLAR_FSR,1.9773720000000001,0.9506215947156136
REGMEX_FSR,0.192383,0.9622264434994747
WIVJUG_FSR,4.06675,2.8843625532458077
UHOSUG_FSR,1.2093699999999998,2.271614704720747
XASSAO_FSR,2.066764,2.296006296593575
TIGWOX_FSR,3.167778,2.72250316218512
QUKRIY_FSR,2.128749,2.0290574158556183
JOXMIS_FSR,3.490539,3.1471778178366208
DEXXAF_FSR,1.7297930000000001,1.6617247423003434
NUVFAM_FSR,3.818778,2.804049384514002
KIJSII_FSR,4.4858910000000005,3.682872394658034
BUXTEV_FSR,1.5407790000000001,2.0461242182756934
ACIGAX_FSR,2.5785810000000002,1.6070573486554451
BIYXEN_FSR,2.443414,2.056552753679256
RUZHIE_FSR,2.8435610000000002,3.3840940137427253
OBECIH_FSR,2.2979849999999997,2.4490810013913062
CIMZII_FSR,4.680838,3.7629698716143594
RAPBIT_FSR,3.759821,3.33021943509371
PAYTAM_FSR,2.293081,2.449114211946224
JODVEE_FSR,3.736586,3.2302839854456664
NAKQUN_FSR,2.721847,2.9919476123041875
CINNUJ_FSR,2.878278,2.6946012913523134
JEXRUA_FSR,2.7627520000000003,2.981120106652355
VERQOA01_FSR,4.561937,3.4056756408747617
TELDAP_FSR,4.9697390000000015,3.5505697430862426
HOQKII_FSR,2.935114,2.8182747505133534
NICROI_FSR,1.672727,2.078515528907076
PASDIY_FSR,2.207175,2.7524416483371965
GUYHOX_FSR,2.5644869999999997,2.5602662578588493
HXTPSN01_FSR,4.0174650000000005,3.2828277009518274
AMIHOV01_FSR,1.1227840000000002,0.8526428904746979
TIJXIV_FSR,3.238905,2.8822012719795964
IKENAP_FSR,2.910139,2.094107404027284
MUQWAY01_FSR,1.13488,1.6812960192544182
NAMDAH_FSR,3.865851,4.112614104470708
RAXNEK_FSR,0.381916,0.5301330795446972
FIBFEC_FSR,1.985647,2.4395945694514864
EKIHAI_FSR,1.9410770000000004,1.3510250410731146
CITWEK_FSR,2.6141490000000003,2.7371793966601814
LOBXEH_FSR,0.04588900000000029,0.659792130969123
RAVLUV_FSR,2.507203,2.722446225057581
KISDUM_FSR,2.412237,2.127254749463276
TITHAH_FSR,1.2356690000000001,1.4010564311671487
RIJZAO_FSR,2.062846,2.4900789721194485
GEZTEM_FSR,0.8066949999999999,0.9632936748716219
RIXDIM_FSR,1.870569,2.148958470344553
HISVIR_FSR,1.2395520000000002,1.1263512913004945
BOWKUU_FSR,2.004609,2.2156876870670317
TAGCIP_FSR,0.15678500000000015,0.9623873518081325
JIFXOM_FSR,4.768826,3.8794561469531743
LERNIG_FSR,3.530697,3.6296747915174308
DOPTIM_FSR,3.254862,2.54309629144268
SIVGIP_FSR,5.306719,2.7806084089511955
LOHKOK02_FSR,2.308087,2.622545616939931
AQOFOC_FSR,0.9742959999999999,1.2677837256712507
MUZCUF_FSR,2.6130240000000002,2.8882932869200886
ACATIJ_FSR,1.4071610000000003,2.188629105930886
FIMDEK_FSR,0.8422909999999999,0.7853291684933765
AXAQAT02_FSR,1.316455,1.533903555607509
GESDEP_FSR,0.948495,0.9418164182323778
EQIZAF_FSR,1.080804,1.408488861601029
GEXREI_FSR,2.669668,2.5629123430054506
OCACUR_FSR,0.4473989999999999,0.3352811275888712
BAQRIX_FSR,0.9776239999999999,1.243788589400225
PUHRUG_FSR,0.9183610000000001,1.4039621365740516
YOKDOR_FSR,0.7426569999999999,1.2370385147946479
BOYSIT_FSR,2.338918,2.2643268435715385
KIWSAL_FSR,3.2838220000000002,2.6394232502964883
DIZYIV_FSR,1.08546,0.8364983524894285
WEWVOM_FSR,2.965037,2.6754034430764193
EQINUO_FSR,3.701656,3.442634647257435
FUQFAA_FSR,2.9687200000000002,2.556587919588054
CETVAA_FSR,0.8211740000000001,0.8644318153697981
NENWUZ_FSR,0.30977999999999994,0.6509791380669867
KIYHAE01_FSR,0.782449,1.5261401710100415
NUMZIF_FSR,2.549123,2.503603876070599
BEZXOU_FSR,3.553014,3.0361508225811207
EMELOX_FSR,0.9983319999999998,1.292722649316545
COKNIB01_FSR,0.040989000000000164,0.826629174176702
GIFZIG_FSR,1.4172089999999995,1.5091950641153744
NEQNAZ02_FSR,2.629123,2.947060694163241
IVAZOU_FSR,2.772279,2.86890494870147
RAWTUF_FSR,2.8433840000000004,2.3673507607563806
FIDTIX_FSR,3.946889,3.331458450430546
DIHQET_FSR,1.0438100000000001,1.157374303975132
LISBUL_FSR,3.4357,2.9588119810221087
WEHDAR_FSR,3.126735,2.9598559036120946
KEQNOK_FSR,4.543437,3.821767509532748
KIVNUA_FSR,2.1760099999999998,1.747034649485414
LUYCEN_FSR,1.6896240000000002,2.1070098118402356
NEFJOA_FSR,1.448052,2.502749418416215
LUGWAM_FSR,4.055129,3.8032359842851804
AJILIP_FSR,1.6001700000000003,1.4175066113210164
WAHMOJ_FSR,1.2212889999999998,1.310611838866123
LIYVOG_FSR,0.8579209999999999,0.9200547042505889
WEFQUW_FSR,2.404214,2.3666793814262235
CIRQOM_FSR,2.891178,3.028493095644478
NELCEN_FSR,0.2591190000000001,0.7972282238480943
BUBHUC_FSR,2.3851440000000004,1.8568818267859513
AQEHAH_FSR,2.450415,2.503935730868392
PUBGID_FSR,2.5060580000000003,2.8206077224048443
CUXSUK_FSR,1.9240009999999999,2.0855309318274635
UFEZAH01_FSR,1.18641,2.9200466384804145
QUBZIW_FSR,2.4963040000000003,2.812959436861121
VAZQOD_FSR,2.7907710000000003,2.661154490985666
BUWWIB_FSR,2.583788,2.5351052799767615
ODAHUY_FSR,4.429015,3.839392852537557
CUYJEM_FSR,2.826236,3.0224356090347158
QAGSIC_FSR,2.141635,1.9938048817835892
OHIZIO01_FSR,0.2772770000000002,0.4520095383881255
DICHUV_FSR,2.815693,3.06545076890842
UNOQOE_FSR,2.735087,2.698140829061799
EHIZAX_FSR,2.4731349999999996,2.478446655200514
