MOF,DFT,ML
JETBOA_FSR,0.048759,0.42071160394219476
NOJBUL_FSR,2.7088810000000003,2.2442480749231777
LIPZER_FSR,0.9826160000000002,1.25020131180651
LASXUA_FSR,1.096463,0.7178667098300906
DUKYEP_FSR,4.044317,3.773905754374269
ADABIS_FSR,0.820787,0.737982773670339
KOFPAY_FSR,3.233874,2.714929389577712
QUTQUS_FSR,2.8914,3.090334693980502
AMULOK_FSR,1.7111720000000001,2.4322304634072083
VEQZAV_FSR,0.870035,0.7421439602878479
MANMOE_FSR,3.309786,2.87837479370927
OXCFOR_FSR,0.12612099999999993,0.22115496303240434
CITWUA_FSR,2.677321,2.75073993336402
PAGQIY_FSR,2.811964,2.7183197329327555
TUHWAV_FSR,1.8856330000000001,1.9620041880280539
BIHMEM_FSR,0.935731,1.1967774377291152
ECUZIN01_FSR,2.4648170000000005,2.4839519733496136
TEQQOV_FSR,2.798387,2.6839639943174305
CIJZIG_FSR,2.149841,1.900415245754452
DAGLEE_FSR,0.7885770000000001,1.0206154835922234
IPEBIO01_FSR,2.761018,2.564747259871446
MUPQEU_FSR,0.028928999999999983,1.0868031859687672
PELWIO_FSR,2.782248,2.307347166036692
LULHUW_FSR,0.789375,0.9858517701984155
CUYHEK_FSR,2.562459,2.5920529345803374
ADOKOU_FSR,2.226325,2.4890546550851855
ASUQIO03_FSR,2.394168,2.0586238544774886
RIVBOO_FSR,2.487255,2.481877956523654
XEJSUC_FSR,3.118394,2.5648502420115804
NATGOH_FSR,3.155544,2.7002650181468866
PABRIU_FSR,3.0859919999999996,2.7238375116247084
MAKSOI_FSR,2.5433980000000003,2.3568713113066764
SIXDUZ_FSR,2.332659,2.3227065606708663
CACPOO_FSR,1.6109719999999998,1.6782522453898494
HUTGIO_FSR,0.5982800000000001,0.5989712705321395
IFACIC01_FSR,4.523637,4.348003681062705
GOYPOB_FSR,0.8680589999999999,0.8003838438158795
OKECEO_FSR,0.7677280000000002,0.8251550605982914
DEWLOJ_FSR,1.0405000000000002,1.9036653496703622
YIDJAX01_FSR,3.168477,3.419013052901356
PUTTUV_FSR,1.650671,2.2839604886106244
NEPWIQ_FSR,3.016913,2.8337027036090667
HIYBAU_FSR,1.403718,1.0930802809199278
FAFJON_FSR,3.9638129999999996,3.6386800573835387
FELZOM_FSR,3.615734,3.0720364089058094
QAVROW_FSR,3.23722,2.7364182830777892
NIYNAN_FSR,1.7953499999999998,1.7648661637884757
FOWJIL_FSR,2.4978860000000003,2.600918640807798
NIHFOA_FSR,2.407139,2.633655898231364
EHAXUG01_FSR,0.4661369999999998,0.19347228571376718
JINFES_FSR,2.090697,1.07708090825804
UJATAB_FSR,2.831811,2.5980603451401905
IFAXAR_FSR,2.633816,2.7270977117750874
TIJHAW_FSR,0.90514,0.9320529290202018
IJUYIV_FSR,2.282412,2.581475487190545
JEKTUP01_FSR,2.725351,2.6854217057244085
NOJPOT_FSR,3.360184,3.3060158821282144
IGIVIF_FSR,2.353421,2.4987492506882134
GURZID_FSR,0.8782709999999999,1.7114186170744503
CAFCIX_FSR,2.403837,2.5652126460559543
ACIGAX_FSR,2.5785810000000002,1.9711304801053018
BOFWUQ_FSR,3.3034760000000003,2.845769476040317
RUZDOG_FSR,2.152389,2.514601850929118
EWORAJ_FSR,2.1524400000000004,2.427878805828783
CIWMIG_FSR,2.93744,2.9433869713848395
JEGTUL_FSR,3.645595,3.1825652439093153
JAPZIM_FSR,0.944069,1.4564763184568523
LAFSAM01_FSR,4.758331,4.395361523467432
CIXNAZ_FSR,2.093436,2.7391317024844426
ELAJUX_FSR,3.891233,3.3793793429499708
LONKUU01_FSR,1.638323,1.9587584866701917
TELFIC_FSR,0.579575,1.0385708370999431
GOJHOD_FSR,2.261136,2.714278745196708
NARRAC_FSR,3.1037619999999997,3.063398556497191
OHIRUS_FSR,1.311986,0.8197612063246851
MAYPUA_FSR,1.081402,0.9141103520949798
SAWWES_FSR,1.1700720000000002,1.212149981087805
AMIKIR_FSR,2.971794,2.3094272893711576
TILZIY_FSR,2.820419,2.5266841439205976
NEZQAN_FSR,3.2782620000000002,3.8220009927112386
