,DFT,ML
AGOJOX_FSR,3.15116,2.5900664469044017
VEVZUS_FSR,2.261851,2.053425688314377
MUVBAI_FSR,1.670221,2.8132193514447223
DAYRIG_FSR,2.353132,2.489911380661937
XEGGIA_FSR,4.252993,3.2871060873833073
CUKBEQ_FSR,2.242737,2.4788209086210884
BIZPUX_FSR,0.346079,0.769662133791229
GIQXOU_FSR,0.333964,0.5324890329232304
SIJREJ_FSR,2.959957,2.4605703314239236
OFOYIR_FSR,1.386259,0.9505735385827023
CAXDEM_FSR,2.231979,2.3104813928641335
PAHTOI_FSR,3.392625,3.3631807914748464
PEGZEI_FSR,0.747047,0.7337599327092477
TIZPUP_FSR,0.978261,0.8057543462664682
IWAXUA_FSR,3.095198,2.7900702804890756
UKINOT_FSR,3.247974,2.842520134950135
MAZNIL_FSR,4.03023,3.260430425665291
GIWYET_FSR,2.952515,2.7296642309940324
KIPXIT_FSR,0.918754,0.7211146873312657
ROZXAH_FSR,4.556513,4.885993998963542
BUHDAL_FSR,0.937634,0.7786563453374384
HIGGUB_FSR,2.455705,2.7242498076980723
FUMDOG_FSR,2.990741,3.172061333847523
DECMII_FSR,2.597544,2.5204692698645914
IWOWIB_FSR,1.825506,2.0777310714102697
QAVROW_FSR,3.23722,2.5478411909358982
PERREL_FSR,2.123145,1.6911290377047266
MIWNEN_FSR,3.023086,3.279453575137694
RUVMAX_FSR,2.946468,2.7568762948859415
FEQREA_FSR,3.24925,3.0676896522895163
EXOSEQ_FSR,3.714767,3.4037323097107333
JUYVOO_FSR,3.463796,3.178041675699305
EHODEL_FSR,2.252561,2.8415951485320505
RASREK_FSR,3.215019,2.7426650132266133
UGOKUY_FSR,0.205362,0.3118878666844509
GUHJOJ_FSR,2.058745,2.3757877549337962
CDCACD_FSR,4.0711260000000005,3.839140975307174
ZOHBUV_FSR,2.886452,3.133279882445734
ADAPAX_FSR,2.793043,2.7563093553694387
POPCOO_FSR,3.25223,2.4767546864722476
PUDGIG_FSR,1.116649,0.7521900879678753
HALZEA_FSR,3.068455,1.5667980023661983
QIWSEU_FSR,2.887668,2.5608853325846894
XOKQUL_FSR,2.055123,2.1412124932336525
VAZMEQ_FSR,2.957105,2.922847187323093
MEHRIA_FSR,3.222907,3.363625891266153
ILAZOM_FSR,3.017057,2.4859112140873947
PIJYAL_FSR,3.036349,2.564885928038123
XEDXUC_FSR,3.484901,2.77886968391671
XOTSUV_FSR,4.020328,3.406667124018682
WALZUG_FSR,2.69521,2.617032678340877
OCUKUV_FSR,2.201675,2.1716331204497124
IYAROR_FSR,0.95802,1.1375128846865863
GIQYOV_FSR,0.33646,0.7143748804454475
JIZCON_FSR,2.486827,2.1523935748900698
BOHFAF_FSR,1.619607,1.0818501563060465
FEJLUD_FSR,0.716867,0.8504378079765047
DUXZEC_FSR,1.380562,1.3089360609508844
XEZMIA_FSR,2.871655,2.525949241385902
AQIDUA01_FSR,1.934129,2.3236481555095594
UHIYAN_FSR,0.555213,0.6112593019120425
IPIPII_FSR,0.925026,0.8169779513775381
TEKRIM_FSR,2.80681,2.611539338370008
PEPXIS_FSR,4.624439,4.138189587410622
QUJKIQ_FSR,2.095957,2.9077907139082413
DUKYAL_FSR,0.387545,1.4336884885669718
JIFXOM_FSR,4.768826,4.505324870043424
MIJJIZ_FSR,1.509187,1.5144741397218553
APUVIS_FSR,3.2142310000000003,3.383126742457378
LARYIO_FSR,3.042998,2.9101546458707475
CIBYAO_FSR,2.945598,2.888540270520295
FODREX_FSR,2.03693,2.031092249291916
TABPES_FSR,1.516198,1.560513511424702
FAXNOI_FSR,4.333042,3.8491840148263634
QOTJOY_FSR,0.930847,0.6361419360899561
KAHKIO_FSR,0.02623,0.6316777961538804
MAWPOS_FSR,2.350048,3.0505837414818586
NUHCAV_FSR,2.3185290000000003,2.438449293115198
HAJBIF_FSR,1.586008,2.1163124467817056
VEPJAD_FSR,2.293767,2.416417883361632
BEZYIQ_FSR,0.8796309999999999,0.6543662250170286
UFAVAZ_FSR,0.869274,0.8696461174517083
XOMPAR_FSR,1.803063,2.595721343273155
ECEZES_FSR,1.7015900000000002,1.4172242602555798
POKZAS_FSR,2.19897,2.0975835170586805
NEZNAJ_FSR,3.059385,3.10334688877532
FEQSOK_FSR,2.881579,2.2627151418178073
FAKQEN02_FSR,0.913158,0.5782378214289849
SOCCUJ_FSR,3.351196,2.9779776207212194
VALFUL_FSR,2.698017,2.311420134480798
IHUZAO_FSR,6.445777,5.186969880623671
KIHNEU_FSR,2.638872,2.7015479140742116
WOKSEW_FSR,3.833578,3.3215271434311404
CILQEW_FSR,2.570481,2.6997158025452848
EPAKIQ_FSR,2.612759,2.1593030376694315
FEHJIN_FSR,3.581758,3.1804120541595324
CAYKIY_FSR,2.504163,3.2384536350956097
QEKKUO_FSR,2.214055,2.0425457034839667
LIFGUD_FSR,0.8693420000000001,0.9504131633743924
BEDJEA_FSR,2.507743,2.1947852707562134
NARTOR_FSR,3.179101,2.8655960100365974
EJOPID_FSR,2.9420580000000003,3.0386405451602485
FADZIW_FSR,3.071905,3.183074087709315
YEBBEN_FSR,2.85755,2.8187951713917414
QUPXUW_FSR,2.406905,1.8381089902043328
FITTEH_FSR,1.483507,1.322976224070473
OXIXIE_FSR,2.380579,2.4986787741924132
AQANOW_FSR,3.081039,2.844303829375292
BUXKIQ_FSR,0.17788199999999998,0.6665906924574045
SAYWUN_FSR,0.8828309999999999,0.7519663951399309
UFOMIO_FSR,2.273086,1.8820322832071952
HEHBAZ01_FSR,3.183969,2.726274007125511
SINKIL_FSR,2.433613,3.1058738986831003
BOJMIY_FSR,2.966322,3.3035557376629185
NAWXOZ_FSR,3.731713,3.8979416871604684
ACOVEU_FSR,0.441175,0.44345903839611367
FOPVUC_FSR,2.539298,2.3284372650036005
SEYVAU_FSR,3.394242,2.316413452626847
QUQHAM01_FSR,0.395394,0.39318226581542604
YOZGUR_FSR,2.989402,2.928614973477707
MAYWOB_FSR,3.986479,3.003127837929142
ALATAK_FSR,1.378061,3.0189383854752236
IPAYON_FSR,2.582396,2.4592990035180264
YIXKEV_FSR,0.753703,0.7843432694144781
RAVJUV_FSR,3.029568,3.223863828337052
IBOPOH_FSR,1.7302080000000002,2.2289354722602184
DACWAG_FSR,2.9735080000000003,2.4106477098803936
HAFDEA01_FSR,1.321417,1.5553917225873022
COCYUP_FSR,0.902607,0.946924956713147
WEMRAI_FSR,3.018011,2.7756829113751706
RUQBOW01_FSR,2.477377,2.6640813036343047
IROQAI_FSR,4.557531,3.899799814117344
KIJYIM_FSR,1.447208,1.6261531282312802
ALOWAA_FSR,1.292418,1.4891882247847832
KAXTEK_FSR,2.87538,2.4121969822333824
KIXTIW_FSR,0.8500780000000001,2.2982181208345764
VUSNUT_FSR,0.020075,0.05509005393220434
HUKSEM_FSR,3.285138,2.8240177152542145
COHPEU01_FSR,4.4391620000000005,3.9822248976834516
PIHKUN_FSR,2.709171,3.027483850308599
EVINAA_FSR,2.228575,3.1642662068227025
AFICAU_FSR,1.769954,2.0150148962980268
NIHNAV_FSR,2.010587,2.36352905946174
UJUFIO_FSR,2.2293830000000003,2.299951413248067
OKUWOI_FSR,3.660507,3.905856710432772
WUVYOC_FSR,0.795258,0.7226380692716532
SOQDAE_FSR,2.38715,2.9105262051653256
NIRROX_FSR,0.857585,0.7859131295593329
